year, CESM2-WACCM, MPI-ESM1-2-LR, MIROC-ES2L, ACCESS-ESM1-5, CNRM-ESM2-1, IPSL-CM6A-LR, CanESM5, NorESM2-MM, EC-Earth3-Veg, NorESM2-LM, TaiESM1, CMCC-CM2-SR5, UKESM1-0-LL, INM-CM4-8, INM-CM5-0, GFDL-ESM4
2.074000000000000000e+03, 2.997254336292133985e+02, 2.977005446651994021e+02, 2.998489059694038588e+02, 2.994891020922487428e+02, 2.989579528875373171e+02, 2.972165378218381875e+02, 2.993026277368410319e+02, 2.983820621805526798e+02, 2.973525456094506580e+02, 2.992791958349395713e+02, 2.995257767717329216e+02, 2.998658817603026137e+02, 2.999063474692966906e+02, 2.974968060788171442e+02, 2.974091815768478000e+02, 2.975211983371260089e+02
2.075000000000000000e+03, 2.994863659447694317e+02, 2.977750706629826709e+02, 2.991469948631902867e+02, 2.990551973411249946e+02, 2.988250626200809279e+02, 2.971633009052832790e+02, 2.992543919583198999e+02, 2.987347472504883399e+02, 2.975507913156250765e+02, 2.992241298284794766e+02, 2.995772089611580213e+02, 2.992447640091497192e+02, 2.998109480167770471e+02, 2.973122135928061311e+02, 2.973505194774360803e+02, 2.975580171110204901e+02
2.076000000000000000e+03, 2.997131358718761476e+02, 2.976283838542823901e+02, 2.992086754160069404e+02, 2.990562621553667668e+02, 2.990325613469951804e+02, 2.974232659251481437e+02, 2.988863425904023075e+02, 2.984871450501456138e+02, 2.979268420403429900e+02, 2.989237780618065585e+02, 2.997290055206568127e+02, 2.991953483616080121e+02, 2.996020935797928928e+02, 2.972531397114622109e+02, 2.973953439967530699e+02, 2.972036714620159046e+02
2.077000000000000000e+03, 2.997487261538200300e+02, 2.980359991035153939e+02, 2.990457690781713609e+02, 2.991227118578385102e+02, 2.992738084031059316e+02, 2.975293467307340620e+02, 2.991346318295221067e+02, 2.981110378844217053e+02, 2.979676415186115150e+02, 2.996522110355876407e+02, 2.997451624715879461e+02, 2.998255969117574296e+02, 2.995586528835611944e+02, 2.971301234908463584e+02, 2.971404989053441454e+02, 2.977794013495376930e+02
2.078000000000000000e+03, 2.988830629771169924e+02, 2.981792847745714994e+02, 2.996025425911576008e+02, 2.994841260084154442e+02, 2.992739727968195211e+02, 2.969608288665032205e+02, 2.992690332649373772e+02, 2.989541579455723195e+02, 2.970666062606525770e+02, 2.986225171865423249e+02, 2.996560531983113265e+02, 3.001531390973017324e+02, 2.997370499671150128e+02, 2.973339555873130280e+02, 2.971193798501727201e+02, 2.982132590373614107e+02
2.079000000000000000e+03, 2.996532356924699343e+02, 2.986339928854553705e+02, 2.998184557392335705e+02, 2.992477743098522751e+02, 2.992175030634465429e+02, 2.972130254587120248e+02, 2.994549498531679319e+02, 2.985960799249710362e+02, 2.972266361703236726e+02, 2.984365019764823614e+02, 2.997291710347150229e+02, 2.998846292530555502e+02, 2.999483452599591260e+02, 2.973474127804731211e+02, 2.974481999663580041e+02, 2.973785311517754053e+02
2.080000000000000000e+03, 2.999264914724735149e+02, 2.978121325891423226e+02, 2.998137532412468431e+02, 2.992583437754345255e+02, 2.989781190740046100e+02, 2.975586197404819586e+02, 2.994299158460761419e+02, 2.984388012126047443e+02, 2.973958743273411756e+02, 2.984257361203175378e+02, 2.999271452249683989e+02, 2.996043279210184664e+02, 2.998001278487584500e+02, 2.972075305389257096e+02, 2.972694886524246840e+02, 2.978068375576378912e+02
2.081000000000000000e+03, 2.991165690808788327e+02, 2.981611869881612620e+02, 2.991001355286256853e+02, 2.993769292263672810e+02, 2.992446135866593977e+02, 2.973529852529239292e+02, 2.990072283655716205e+02, 2.984398064677117191e+02, 2.979830065377007031e+02, 2.994246139108343527e+02, 2.997338490968983820e+02, 2.993122047489288207e+02, 2.998865144150639139e+02, 2.971885204486790144e+02, 2.973658427206075316e+02, 2.974956870548478491e+02
2.082000000000000000e+03, 2.996688047955872207e+02, 2.976092478509893908e+02, 2.987114536891170928e+02, 2.991848026395184661e+02, 2.989643200046422749e+02, 2.973315972984585187e+02, 2.992676963630058822e+02, 2.980844314677935358e+02, 2.980972166184986349e+02, 2.995410766963515812e+02, 2.991984342103166910e+02, 2.992977471447276798e+02, 3.000126804813330637e+02, 2.973505165409869164e+02, 2.975437650876714315e+02, 2.981299146593035516e+02
2.083000000000000000e+03, 3.002197725127462036e+02, 2.978100574185749565e+02, 2.992187487839481719e+02, 2.990314307280893900e+02, 2.990137668314759480e+02, 2.975187318448953420e+02, 2.991453951758410881e+02, 2.983257285391217124e+02, 2.976906337273624104e+02, 2.988347128268129609e+02, 2.993165471360061929e+02, 2.995237028219053741e+02, 3.000206206063458581e+02, 2.972188576511745168e+02, 2.971952532439680681e+02, 2.979617966867381824e+02
2.084000000000000000e+03, 3.000340215023146584e+02, 2.980692360221073614e+02, 3.002185397919278671e+02, 2.989832799492108393e+02, 2.987550098646947845e+02, 2.974273679480003238e+02, 2.992592934831908451e+02, 2.982391789060465044e+02, 2.977031982908152372e+02, 2.992652581432668626e+02, 2.998607952962171339e+02, 2.994624984262941325e+02, 2.994946775616144805e+02, 2.971163962672949879e+02, 2.974759001289023672e+02, 2.976072496773576290e+02
2.085000000000000000e+03, 2.999817166587440624e+02, 2.977468652268472056e+02, 2.998389221795070512e+02, 2.992756443541056797e+02, 2.989669341451690343e+02, 2.970829742751075173e+02, 2.997505393256625439e+02, 2.987878464790343855e+02, 2.978303959887888368e+02, 2.982488486529024385e+02, 3.002750436254150941e+02, 2.997441163127332970e+02, 2.998256191419544621e+02, 2.973055499780070932e+02, 2.973636076553586349e+02, 2.972545379926265809e+02
2.086000000000000000e+03, 3.001235643785335583e+02, 2.976139438002080055e+02, 2.990307696124042991e+02, 2.992574183075798828e+02, 2.993659952019128241e+02, 2.968719462689712714e+02, 2.997834677134949288e+02, 2.988507237319619776e+02, 2.976537130831327431e+02, 2.983243093130440684e+02, 2.998850297491202923e+02, 2.998136523225933274e+02, 2.998085607931304253e+02, 2.973162539733646668e+02, 2.974875189817827277e+02, 2.979914264752953272e+02
2.087000000000000000e+03, 2.996895818235805677e+02, 2.979621761115843128e+02, 2.992453886442521593e+02, 2.990299542228949008e+02, 2.987092252211594428e+02, 2.972396071378707347e+02, 2.991694992146179857e+02, 2.979538688420484505e+02, 2.975824697501597598e+02, 2.980340953965294943e+02, 2.997323030254109426e+02, 3.002620342712926345e+02, 2.995412331413502898e+02, 2.974300821067836296e+02, 2.972480234310928608e+02, 2.975178075247666243e+02
2.088000000000000000e+03, 2.998571696074290571e+02, 2.979463868941891747e+02, 2.999433057297226810e+02, 2.989044146239864972e+02, 2.990228868172287662e+02, 2.976664862547559665e+02, 2.985683546286076080e+02, 2.976651239409773666e+02, 2.984217180719939506e+02, 2.984971477482995965e+02, 2.997312901869710799e+02, 2.995721223554346011e+02, 2.995197626583798183e+02, 2.972508456427113970e+02, 2.974394422190047749e+02, 2.973196228751418175e+02
2.089000000000000000e+03, 3.000433074504520619e+02, 2.976713552452695808e+02, 2.987502828992111290e+02, 2.992523376913206903e+02, 2.988840505941170136e+02, 2.970247968014833191e+02, 2.989250452092736055e+02, 2.979875774594214022e+02, 2.979808426544727240e+02, 2.991575864448952302e+02, 2.996051807770589903e+02, 2.992952713340595210e+02, 2.998680426073977401e+02, 2.972674975780553268e+02, 2.976765273288647791e+02, 2.975306267898995998e+02
2.090000000000000000e+03, 2.994738850572610431e+02, 2.982130363189207856e+02, 2.987330120095253392e+02, 2.990459585434624614e+02, 2.992640141063807278e+02, 2.970694015585856391e+02, 2.993201657795081019e+02, 2.985248963948084793e+02, 2.977014331603734263e+02, 2.987622406734856213e+02, 3.000190821307108990e+02, 2.994406938241294256e+02, 2.993247157742939066e+02, 2.970740666821219520e+02, 2.972552907727162506e+02, 2.978328643650144727e+02
2.091000000000000000e+03, 2.999920970646437581e+02, 2.981144271137433748e+02, 2.992976538027801325e+02, 2.989968318529851672e+02, 2.995660409004622124e+02, 2.971595771924446012e+02, 2.991547394430440932e+02, 2.991982917284476571e+02, 2.979149586078335687e+02, 2.988830218748705647e+02, 2.996084763919452598e+02, 2.998967199170704134e+02, 2.997815520354404839e+02, 2.973289608548358842e+02, 2.973892457954814859e+02, 2.975877159382598052e+02
2.092000000000000000e+03, 2.997484937482232112e+02, 2.978461867606718556e+02, 2.997754809443949284e+02, 2.992303677332859593e+02, 2.993264904580120174e+02, 2.967970429945426645e+02, 2.986135604729421971e+02, 2.983003442287977123e+02, 2.980926903245871813e+02, 2.988347853346818965e+02, 2.992566563507181172e+02, 2.999761683275170299e+02, 2.999974813255669233e+02, 2.972092954826735536e+02, 2.971606531821843760e+02, 2.972193189020941304e+02
2.093000000000000000e+03, 2.992036190226762642e+02, 2.978539045965753189e+02, 2.988777963206384811e+02, 2.986818933411702233e+02, 2.996936913561045230e+02, 2.972095616810818228e+02, 2.989631171850692795e+02, 2.983561104007652034e+02, 2.972302167901033840e+02, 2.988950644269103236e+02, 3.001183907784968028e+02, 2.999310897814104351e+02, 3.001920724910124250e+02, 2.971524738858732917e+02, 2.971867963910540880e+02, 2.976517495549948649e+02
2.094000000000000000e+03, 2.994526822525437524e+02, 2.981022181580043480e+02, 2.984153348666455940e+02, 2.986391823922780873e+02, 2.991485248163787105e+02, 2.971875394426501771e+02, 2.989661009517662364e+02, 2.987061854123704734e+02, 2.973627046964274996e+02, 2.993394943080895132e+02, 3.003481144895080774e+02, 2.998589965918557709e+02, 2.994293771533830295e+02, 2.973163823219585993e+02, 2.975433680568092996e+02, 2.972386214336593184e+02
2.095000000000000000e+03, 2.987823507071893232e+02, 2.974727991591652767e+02, 2.990970786791776277e+02, 2.996768726877072027e+02, 2.992632747107643354e+02, 2.970705090639574451e+02, 2.989126673702783137e+02, 2.980069947924523035e+02, 2.978490998052834584e+02, 2.990257573438636314e+02, 2.994985233468694332e+02, 2.997772411306021922e+02, 2.995441281473562185e+02, 2.971053783306525702e+02, 2.971620249990307343e+02, 2.975113861656324161e+02
2.096000000000000000e+03, 2.996433987496257032e+02, 2.974304788194658613e+02, 2.990696323631514701e+02, 2.991841442484993649e+02, 2.987103828337378673e+02, 2.967810046610003383e+02, 2.991912389166316188e+02, 2.980188632201585506e+02, 2.981325965160219766e+02, 2.979529431527881798e+02, 2.997231112024531399e+02, 2.996305361931362086e+02, 2.994108486247350243e+02, 2.971148378712269391e+02, 2.970777521071274805e+02, 2.970814272274375298e+02
2.097000000000000000e+03, 2.997394672722058999e+02, 2.977423623540329345e+02, 2.997927612810588585e+02, 2.986385270251620341e+02, 2.995800470208916408e+02, 2.971260603023659996e+02, 2.990263602197767909e+02, 2.988464385422382747e+02, 2.982474866042492181e+02, 2.981310693835355323e+02, 2.999815620494529753e+02, 2.996240802452360299e+02, 2.993721125843680397e+02, 2.970262419012547070e+02, 2.972625576147993343e+02, 2.975558863130735858e+02
2.098000000000000000e+03, 2.992395609209180520e+02, 2.983171984883220489e+02, 2.986486851339060422e+02, 2.986916242723974051e+02, 2.994716667962781571e+02, 2.973932904460266400e+02, 2.986851474553401431e+02, 2.991481795097986378e+02, 2.974056722826645114e+02, 2.993637022340586213e+02, 2.996367309885348504e+02, 2.998948614289669194e+02, 2.992200512716797220e+02, 2.971209047634179115e+02, 2.972660300064424064e+02, 2.975544770486760058e+02
2.099000000000000000e+03, 2.997514713931334995e+02, 2.978677574544420281e+02, 2.983125387979035850e+02, 2.992720763834079207e+02, 2.988656762195498686e+02, 2.975862260743812726e+02, 2.992303134078039761e+02, 2.982943641480577526e+02, 2.977016454763880802e+02, 2.985770080013987808e+02, 2.994796291969197455e+02, 2.998076005115215708e+02, 2.993255650387039282e+02, 2.970560188973389018e+02, 2.971623582092037736e+02, 2.975702409901205669e+02
2.100000000000000000e+03, 2.995992217880992712e+02, 2.979857933275162623e+02, 2.989767100351988347e+02, 2.990217526453112100e+02, 2.992215302579257354e+02, 2.972169908734538808e+02, 2.994638598482952148e+02, 2.983219812443940100e+02, 2.977002550393146407e+02, 2.986551567381777659e+02, 2.997067858206169717e+02, 2.996609498721541627e+02, 2.995747324759180970e+02, 2.972706389694982363e+02, 2.970253276725273963e+02, 2.977412665224676971e+02
